"","HRUU1","HRUU10","HRUU11","HRUU12","HRUU13","HRUU14","HRUU15","HRUU16","HRUU17","HRUU18","HRUU19","HRUU2","HRUU20","HRUU21","HRUU22","HRUU23","HRUU24","HRUU25","HRUU26","HRUU3","HRUU4","HRUU5","HRUU6","HRUU7","HRUU8","HRUU9","Domain","Phylum","Class","Order","Family","Genus"
"[Eubacterium]_eligens_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium]_eligens_group"
"0319-6G20",0,0,0,0,0,0,0.000366338706301026,0,0.000352050695300123,0.000335420393559928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000310501148854251,0,"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20","0319-6G20"
"11-24",0.00800970873786408,0.0101530937699341,0.00704321476345172,0.0106684571769621,0.0107142857142857,0.0134264555361551,0.00334938245760938,0.00674807197943445,0.0129672006102212,0.00737924865831843,0.0193220565621448,0.00774647887323944,0.023217951440504,0.00998242530755712,0.0250079948832747,0.0272287786151002,0.0133278654910806,0,0,0,0,0,0,0.0140168864852933,0.00465751723281376,0.00824112494236976,"Bacteria","Acidobacteriota","Blastocatellia","11-24","11-24","11-24"
"67-14",0.000161812297734628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202872677107847,0,0,0,0.000584538944907204,0,0,0,0,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","67-14"
"966-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000649192566745111,0.00050778605280975,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","966-1"
"A0839",0.000161812297734628,0.000584733149053795,0.000791679178837597,0.00164130110414802,0.000943396226415094,0.00102354145342886,0.00183169353150513,0.00122107969151671,0.000410725811183477,0,0.00080229992645584,0.000448143405889885,0.00276067105542578,0.00119507908611599,0.00185481291973137,0.00270154983648514,0.00179413573918392,0.000243447212529417,0.000253893026404875,0,0,0,0,0.00126924562662105,0.00117990436564615,0.00155601659751037,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","A0839","A0839"
"A21b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000363901018922853,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","A21b","A21b"
"A4b",0.00107874865156419,0.00438549861790347,0.00292102317709044,0.00656520441659206,0.00168463611859838,0.0101149978927088,0.0109901611890308,0.0100899742930591,0.0138473273484715,0.00978309481216458,0.00361034966905128,0.00198463508322663,0.00764493523040985,0.00471001757469244,0.0017268947873361,0.00170624200199062,0.00738158704121386,0,0,0,0,0,0,0.00579438220848739,0,0.00242047026279391,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b"
"Acidibacter",0.000539374325782093,0.00100999362109292,0.0014195626655019,0.00343181139958221,0.00215633423180593,0.00319104100186646,0.00366338706301026,0.00224935732647815,0.00586751158833539,0.00268336314847943,0,0.000704225352112676,0.00169887449564663,0.00147627416520211,0.00223856731691717,0.00191952225223944,0.00102522042239081,0,0,0,0,0,0,0.00402847524971028,0.0019872073526672,0.00213231904103273,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Acidibacter"
"Acidiphilium",0.000943905070118662,0,0,0,0,0,0,0,0,0,0,0.00147247119078105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium"
"Acinetobacter",0.000161812297734628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000461349190075866,0,0.000211577522004062,0,0,0.000365336840567003,0.000667151868025231,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Actinoallomurus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00160748209849481,0.00188015526443474,0,0,0,"Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinoallomurus"
"Actinomyces",0,0,0,0,0,0,0,0,0,0,0.000936016580865147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"ADurb.Bin063-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000211577522004062,0,0,0,0,0,0,0,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1"
"Aerococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus"
"Afipia",0,0,0,0,0,0,0,0,0,0.00100626118067979,0,0,0.000778650810504707,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Afipia"
"AKIW659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000426560500497654,0,0,0,0,0,0,0,0.000386292147232493,0,0,"Bacteria","Acidobacteriota","Acidobacteriae","AKIW659","AKIW659","AKIW659"
"Algoriphagus",0.00040453074433657,0,0,0,0,0,0,0,0,0,0,0.00134443021766965,0,0,0,0,0,0.000202872677107847,0,0.000399212980124897,0.00138086869194075,0,0.00175885492479379,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus"
"Allocatelliglobosispora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000363901018922853,0,0,0,"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Allocatelliglobosispora"
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000545851528384279,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"alphaI_cluster",0.00142934196332255,0,0.000136496410144413,0,0,0,0,0,0,0,0.00167145818011633,0.00185659411011524,0,0,0,0.000497653917247263,0,0.00271849387324515,0.00165030467163169,0.000484758618723089,0,0.00204588630717522,0,0,0.000745202757250202,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","alphaI_cluster"
"Alsobacter",0.00148327939590076,0.00146183287263449,0.00106467199912642,0.00223813786929275,0.00121293800539084,0.00198687458606779,0.00230270043960645,0.00231362467866324,0.0053394355453852,0.00564624329159213,0.00374406632346059,0.00256081946222791,0.0021943795568769,0.00393673110720562,0,0,0.00312692228829198,0,0.000592417061611374,0,0,0,0,0.00242812206831853,0.00298081102900081,0.00184416781927155,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Alsobacter"
"Altererythrobacter",0,0,0,0,0,0,0.000314004605400879,0,0,0,0,0.00089628681177977,0,0,0,0,0,0.00166355595228435,0.00283513879485443,0,0,0.00504164839982464,0.00503396409509947,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter"
"Amnipila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Amnipila"
"Anaerolineae",0.000943905070118662,0.00103657240059536,0.00232043897245502,0.00343181139958221,0.0043800539083558,0.00427479077608525,0.00251203684320703,0.00282776349614396,0.00146687789708385,0.000838550983899821,0,0.00256081946222791,0.0021943795568769,0.00302284710017575,0,0.00106640125124413,0.00358827147836785,0,0,0,0,0,0,0.00231775288339496,0.00546482021983481,0.00213231904103273,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineae","Anaerolineae","Anaerolineae"
"Anaeromyxobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202872677107847,0,0,0,0,0,0,0,0,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter"
"Aquabacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000634732566012187,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium"
"Aquicella",0.00040453074433657,0.00055815436955135,0.000436788512462122,0.00104446433900328,0.000808625336927224,0.000602083207899332,0.000261670504500733,0,0.00117350231766708,0.000614937388193202,0.00140402487129772,0,0.00134494230905359,0.000351493848857645,0,0.000995307834494526,0,0.000486894425058833,0,0,0.000376600552347477,0.000803741049247406,0.00139495390587094,0,0.000807302987021052,0.000749193176579069,"Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"Arenimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000446319889637264,0.000423155044008125,0,0,0,0.000667151868025231,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"Armatimonadales",0.00194174757281553,0.00162130554964916,0,0,0,0.00258895779396713,0.00109901611890308,0,0.00528076042950185,0.00575805008944544,0.00147088319850237,0.00550576184379001,0.00184044737028385,0.00133567662565905,0.0013431403901503,0.00149296175174179,0.0011277424646299,0,0,0,0,0,0,0.00148998399646819,0.00130410482518785,0.00409174734900876,"Bacteria","Armatimonadota","Armatimonadia","Armatimonadales","Armatimonadales","Armatimonadales"
"Armatimonas",0.00242718446601942,0.00191367212417606,0,0,0.00154986522911051,0.00301041603949666,0.000837345614402345,0.00089974293059126,0.00580883647245203,0.00547853309481216,0.00274119141539079,0.00224071702944942,0.00339774899129327,0.000421792618629174,0.000639590661976335,0.000924214417744917,0,0.000973788850117666,0.00131178063642519,0,0,0,0,0.00182109155123889,0,0.00259336099585062,"Bacteria","Armatimonadota","Armatimonadia","Armatimonadales","Armatimonadaceae","Armatimonas"
"Aurantimicrobium",0.00658036677454153,0.000239209015522007,0,0,0.000471698113207547,0,0,0,0.00181892859238397,0.00162119856887299,0.00254061643377683,0.00672215108834827,0.00120336943441637,0,0.000831467860569236,0,0,0.0218696745922259,0.022342586323629,0.008012774815364,0.0088501129801657,0.0211895367528862,0.0144953905870936,0,0.000869403216791902,0.000691562932226833,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Aurantimicrobium"
"B1-7BS",0.0017529665587918,0.00353497767382522,0.0026753296388305,0.00686362279916443,0.0057277628032345,0.00252874947317719,0.00471006908101319,0.00764781491002571,0.0068649885583524,0.00777057245080501,0.00080229992645584,0.00396927016645326,0.00318538967933744,0.0043585237258348,0.00364566677326511,0.00504763258922224,0.000768915316793111,0.000284021747950986,0,0,0,0,0,0.00463550576678991,0.00360181332670931,0.00553250345781466,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","B1-7BS","B1-7BS"
"Bacillus",0,0,0,0,0,0,0.000261670504500733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"Bacteroidetes_vadinHA17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000253893026404875,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","Bacteroidetes_vadinHA17"
"Bauldia",0.000188781014023732,0.000664469487561131,0.000573284922606535,0.00201432408236347,0.00242587601078167,0.00270937443554699,0.00141302072430396,0.00160668380462725,0,0.000279516994633274,0.00080229992645584,0,0.0014157287463722,0.00210896309314587,0.00275023984649824,0.00255936300298592,0.00158909165470576,0,0,0,0,0,0,0.00176590695877711,0.00204930758243806,0.00115260488704472,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Bauldia"
"BD1-7_clade",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223159944818632,0.00122714962762356,0,0.000313833793622897,0.000876808417360807,0.00121300339640951,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","BD1-7_clade"
"BD72BR169",0.000134843581445523,0,0,0,0.000336927223719677,0,0,0,0.000469400927066831,0,0,0,0.000495505061230268,0.00070298769771529,0,0.000497653917247263,0,0,0,0,0,0,0,0,0.000434701608395951,0,"Bacteria","Proteobacteria","Gammaproteobacteria","BD72BR169","BD72BR169","BD72BR169"
"Bdellovibrio",0,0,0,0,0,0,0,0.00038560411311054,0,0,0.000334291636023267,0.000448143405889885,0.000637077935867488,0,0,0.000355467083748045,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Bifidobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000405745354215694,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"BIyi10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000405745354215694,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","BIyi10"
"Blastocatella",0.0323354908306365,0.0104720391239634,0.0180721247031203,0.0590868397493286,0.0245956873315364,0.0115599975916672,0.0211429767636592,0.0174164524421594,0,0,0.00213946647054891,0.0087067861715749,0.00247752530615134,0.041195079086116,0.0314678605692357,0.0277975259490971,0.0114312077096576,0,0,0,0,0,0,0.0180453617350036,0.0177606657144631,0.0221876440756109,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Blastocatella"
"Blastomonas",0.00609492988133765,0,0,0.00462548492987168,0,0,0,0,0,0.00503130590339893,0.00762184930133048,0.00390524967989757,0.00814044029164012,0.0053427065026362,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Blastomonas"
"Blfdi19",0,0,0,0,0,0,0.000418672807201172,0,0.000293375579416769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Myxococcota","Polyangia","Blfdi19","Blfdi19","Blfdi19"
"Bosea",0.000458468176914779,0.000398681692536679,0.000600584204635418,0.00126827812593256,0,0.00102354145342886,0.000889679715302491,0.00102827763496144,0,0,0.00080229992645584,0.000640204865556978,0.000849437247823317,0.00105448154657294,0.00159897665494084,0.0015640551684914,0.000973959401271273,0,0,0,0,0,0,0,0,0.000749193176579069,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea"
"Bradyrhizobium",0,0,0,0,0,0,0,0.00044987146529563,0,0,0.00240689977936752,0,0,0,0.0187400063959066,0.0148585241006683,0.00522862415419315,0.000405745354215694,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium"
"Brevundimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000303250849102377,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"Bryobacter",0.0230582524271845,0.0836168403146928,0.0847096721356228,0.0440913160250671,0.0398247978436658,0.076584984044795,0.0679296629683902,0.0832262210796915,0.071290265798275,0.0731775491949911,0.0748144681420071,0.0465428937259923,0.0724853118142564,0.0447100175746924,0.0868564118963863,0.0873027157685198,0.0709452532294443,0,0,0,0,0,0,0.0790795209977374,0.0681239520586226,0.0593591516828031,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"C39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00068976710216668,0.000677048070412999,0.000228121702928512,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","C39"
"Candidatus_Accumulibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000770916173009819,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Candidatus_Accumulibacter"
"Candidatus_Competibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000324596283372555,0,0,0,0.000584538944907204,0.000363901018922853,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Competibacterales","Competibacteraceae","Candidatus_Competibacter"
"Candidatus_Limnoluna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101436338553924,0.000719363574813812,0,0,0,0.0100072780203785,0,0,0,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus_Limnoluna"
"Candidatus_Megaira",0,0.000132893897512226,0,0,0,0,0,0,0,0.000335420393559928,0,0.00057618437900128,0,0,0,0,0,0.000811490708431388,0,8.55456385981921e-05,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus_Megaira"
"Candidatus_Metachlamydia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000485201358563804,0,0,0,"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Candidatus_Metachlamydia"
"Candidatus_Methylopumilus",0.00614886731391586,0.000930257282585584,0.000464087794491005,0,0.00141509433962264,0.00174604130290806,0.00172702532970484,0.00186375321336761,0.00269905533063428,0.00184481216457961,0.00167145818011633,0.00473751600512164,0.00205280668223968,0,0,0,0,0.00426032621926479,0.00330060934326337,0.0101514157803188,0.00740647752950038,0.00964489259096887,0.0131004366812227,0.00148998399646819,0.00229770850152146,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Candidatus_Methylopumilus"
"Candidatus_Nitrotoga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00332711190456869,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Candidatus_Nitrotoga"
"Candidatus_Ovatusbacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003385240352065,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Candidatus_Ovatusbacter"
"Candidatus_Paracaedibacter",0,0.000797363385073357,0.000327591384346592,0,0.00141509433962264,0.00222770786922753,0.00125601842160352,0,0,0,0.00474694123153039,0.000320102432778489,0.00283145749274439,0,0.0015350175887432,0.00163514858524101,0.000307566126717244,0,0,0,0,0,0,0.00137961481154462,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Candidatus_Paracaedibacter"
"Candidatus_Planktoluna",0.00196871628910464,0.000239209015522007,0,0,0,0.0012643747365886,0.0014653548252041,0.00109254498714653,0,0,0.000668583272046533,0.00409731113956466,0.0014157287463722,0,0,0,0,0.0134301712245395,0.0159952606635071,0.0025378539450797,0.00514687421541552,0.00957182522285547,0.00661086851043183,0,0,0,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus_Planktoluna"
"Candidatus_Planktophila",0.0583872707659115,0.0025249840527323,0.000955474871010892,0.000746045956430916,0.00121293800539084,0,0.00319238015490894,0.00044987146529563,0,0,0,0.00685019206145967,0.0036101083032491,0,0,0.000924214417744917,0,0.0346100787145987,0.0850118483412322,0.0993184864125011,0.00433090635199598,0.0230162209557212,0.0100679281901989,0,0.00695522573433522,0,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Candidatus_Planktophila"
"Candidatus_Rhabdochlamydia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000803994583615437,0,0,0,0.000363901018922853,0,0,0,"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","Candidatus_Rhabdochlamydia"
"Candidatus_Solibacter",0,0,0,0.000522232169501641,0,0.000301041603949666,0,0,0,0,0,0,0,0,0.000511672529581068,0.000782027584245699,0.000410088168956326,0,0,0,0,0,0,0,0,0.000403411710465652,"Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus_Solibacter"
"Candidatus_Udaeobacter",0.00536677454153182,0.016771209866043,0.00384919876607245,0.00298418382572366,0.0190700808625337,0.00794749834427118,0.0216139836717605,0.0159383033419023,0.000645426274716893,0,0.0341646052015779,0.00480153649167734,0.0404898421462448,0,0.000511672529581068,0.000639840750746481,0.00502358006971499,0,0,0,0,0,0,0.00546327465371668,0.0170154629572129,0.0273167358229599,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter"
"Candidatus_Xiphinematobacter",0.000161812297734628,0,0.000163795692173296,0.00044762757385855,0,0,0,0,0,0,0.000534866617637227,0.00057618437900128,0.000353932186593049,0,0.000447713463383435,0.000497653917247263,0,0.000446319889637264,0,0,0.000502134069796636,0,0,0.000386292147232493,0,0.000461041954817888,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus_Xiphinematobacter"
"Candidatus_Yanofskybacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000690434345970374,0,0,0,0,0,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Yanofskybacteria","Candidatus_Yanofskybacteria","Candidatus_Yanofskybacteria"
"Candidatus_Zambryskibacteria",0.000269687162891046,0,0,0,0,0,0,0,0,0,0,0.000768245838668374,0,0,0,0,0,0,0,0.00108357808891043,0.000439367311072056,0.000511471576793804,0.000485201358563804,0,0,0,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Zambryskibacteria","Candidatus_Zambryskibacteria","Candidatus_Zambryskibacteria"
"Capnocytophaga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga"
"Catellicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000284021747950986,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Catellicoccaceae","Catellicoccus"
"Caulobacter",0.000269687162891046,0,0,0,0,0,0,0,0,0,0,0.000768245838668374,0,0,0,0,0,0.00231274851902946,0.00228503723764387,0.000684365108785537,0.00131810193321617,0.00752593891568026,0.00794517224648229,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"CCD24",0.000134843581445523,0.000691048267063576,0,0.00261116084750821,0.00121293800539084,0.00186645794448793,0.00167469122880469,0.00237789203084833,0.00575016135656868,0.00441636851520572,0.00508123286755365,0,0.00453033198839102,0.00210896309314587,0.0017268947873361,0.0023460827527371,0,0,0,0,0,0,0,0,0.000496801838166801,0.000403411710465652,"Bacteria","Proteobacteria","Gammaproteobacteria","CCD24","CCD24","CCD24"
"Cellvibrio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000324596283372555,0.000296208530805687,0,0,0.000438404208680403,0.000667151868025231,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio"
"Cephaloticoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202872677107847,0,0,0,0,0,0,0,0,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Cephaloticoccus"
"Cerasicoccus",0,0,0,0,0,0,0,0,0,0,0.00173831650732099,0.000320102432778489,0,0,0.000319795330988168,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Cerasicoccus"
"Chloroplast",0,0,0,0,0,0,0,0,0,0,0,0.000768245838668374,0,0,0,0,0,0.013470745759961,0.016926201760325,0.000598819470187345,0.000627667587245795,0.026085050416484,0.00515526443474042,0,0,0,"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","Chloroplast","Chloroplast"
"Chthoniobacter",0.00035059331175836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002921366550353,0.00241198375084631,0,0,0.00226508841151542,0.00127365356622999,0,0,0,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"Chthonobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202872677107847,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Pleomorphomonadaceae","Chthonobacter"
"Chthonomonadales",0.00266990291262136,0.000159472677014671,0.000191094974202178,0.000969859743360191,0,0.000481666566319465,0.000942013816202638,0,0,0.000670840787119857,0.00260747476098148,0.00710627400768246,0.00205280668223968,0.00274165202108963,0.00179085385353374,0.000426560500497654,0.00102522042239081,0,0,0,0,0,0,0.00126924562662105,0.0013662050549587,0.000403411710465652,"Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","Chthonomonadales","Chthonomonadales"
"Chthonomonas",0.00663430420711974,0.00358813523283011,0.00163795692173296,0.0052969262906595,0.00923180592991914,0.010777289421398,0.00785011513502198,0.00816195372750643,0.00704101390600246,0.0101185152057245,0.00554924115798623,0.0160051216389245,0.00714943016917959,0.0135676625659051,0.00914614646626159,0.0103085454286933,0.0112261636251794,0,0,0,0,0,0,0.0185972076596214,0.0144693535366081,0.012217611802674,"Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas"
"CL500-29_marine_group",0.00439590075512406,0.00332234743780566,0.00305751958723486,0,0,0.00367270756818592,0.00596608750261671,0.00327763496143959,0.00434195857536819,0.00251565295169946,0,0.00556978233034571,0,0,0.00338983050847458,0.00220389591923788,0.00394709862620463,0.00904812139900998,0.0124407582938389,0.000912486811714049,0.00163193572683907,0.0130790588922987,0.0096433770014556,0.00419402902709563,0.00465751723281376,0.00478331028123559,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29_marine_group"
"Clade_III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245230830648151,0.00583730856138589,0.000657606313020605,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_III","Clade_III"
"Clostridioides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138827999415461,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Clostridioides"
"Clostridium_sensu_stricto_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000608618031323541,0.000465470548408937,0,0,0,0.000970402717127608,0,0,0,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1"
