"","HRUU1","HRUU10","HRUU11","HRUU12","HRUU13","HRUU14","HRUU15","HRUU16","HRUU17","HRUU18","HRUU19","HRUU2","HRUU20","HRUU21","HRUU22","HRUU23","HRUU24","HRUU25","HRUU26","HRUU3","HRUU4","HRUU5","HRUU6","HRUU7","HRUU8","HRUU9"
"Clostridium_sensu_stricto_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,16,0,0,0
"Collinsella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"Corynebacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0
"Coxiella",0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crenothrix",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,38,0,0,0,0,29,0,0,0
"Cutibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cvE6",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,27,48,0,0,8,19,0,0,0
"Cyanobium_PCC-6307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
"Dechloromonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,128,0,0,0
"Deefgea",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"Deinococcus",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Desulfatiglans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"Dinghuibacter",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dongia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"DSSD61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0
"Duganella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,32,21,11,0,21,0,0,0
"Edaphobaculum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0
"Elev-16S-1166",303,1432,1488,28,198,209,162,179,150,149,730,168,597,9,309,258,249,0,0,0,0,0,0,228,114,125
"Ellin6067",27,104,48,38,38,35,68,50,16,36,67,29,77,55,30,47,74,0,44,0,0,29,0,36,68,31
"Emticicia",15,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,58,53,10,7,28,16,0,0,0
"env.OPS_17",113,15,0,6,0,8,0,12,19,22,78,90,14,17,8,11,0,65,43,0,22,210,160,8,13,0
"Ferribacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"Ferruginibacter",1240,1065,1673,84,199,108,409,368,276,239,99,357,102,114,309,354,325,134,110,81,80,69,87,146,212,153
"Fimbriiglobus",1505,833,479,358,593,715,838,507,723,688,316,525,353,342,293,292,568,4,0,0,0,0,0,526,565,904
"Fimbriimonadaceae",36,13,0,5,6,0,0,17,102,90,15,54,27,6,0,5,0,0,0,0,0,0,0,0,5,13
"Flavobacterium",72,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,229,224,2311,484,587,650,0,0,0
"Flectobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"Fluviicola",0,5,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,68,80,9,0,59,102,0,0,0
"Frankiales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,33,0,0,0,0
"FukuN18_freshwater_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0
"Ga0077536",0,5,16,0,0,0,0,12,0,0,18,10,21,0,12,0,0,0,0,0,0,0,0,0,8,12
"Gaiella",0,5,0,0,7,9,0,0,0,0,0,0,9,0,0,0,0,0,13,0,0,0,18,13,0,0
"Geitlerinema_LD9",0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,15,5,0,0,0,0,0,0,0
"Gemella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemmata",102,85,67,86,173,104,101,82,216,134,77,120,116,78,17,19,0,0,0,0,0,0,0,32,93,148
"Gemmatimonas",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,21,19,0,0,18,0,0,0,0
"Georgfuchsia",0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GKS98_freshwater_group",289,14,4,0,0,21,13,0,23,0,0,42,0,3,0,0,0,70,71,991,262,142,176,0,14,13
"GOUTA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,0,0,0,0,0,0,0
"GW2011_GWC1_47_15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"Haliangium",6,15,16,0,18,7,0,14,5,0,88,6,26,10,21,0,14,0,0,0,0,0,0,6,8,6
"Herbinix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"Herminiimonas",0,44,31,31,0,39,49,51,67,44,46,0,41,23,0,0,0,0,0,0,0,0,0,42,37,0
"hgcI_clade",2512,86,12,0,38,22,114,113,85,136,79,461,65,0,26,23,14,2001,1621,3132,1088,860,1065,81,86,77
"Hirschia",11,39,45,22,35,31,46,22,64,55,14,23,34,27,26,27,20,0,21,0,0,0,8,22,21,19
"Holophagaceae",8,6,5,6,0,0,6,12,6,14,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6
"Hyphomicrobium",466,534,591,281,273,377,295,121,489,458,188,206,275,490,329,222,274,33,0,0,11,17,5,457,65,170
"Iamia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
"Ilumatobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,0,0,0
"IMCC26134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"IMCC26207",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,49,0,0,34,47,0,0,0
"IMCC26256",38,134,102,79,75,74,113,97,24,8,86,34,90,92,66,41,123,10,12,0,0,15,0,97,60,95
"Iodobacter",43,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,17,35,18,0,0,0,0,0
"IS-44",0,15,19,0,0,9,16,0,65,63,0,6,19,0,11,10,18,9,0,0,0,0,0,17,0,0
"Janthinobacterium",5,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,33,28,43,31,22,0,0,0,0
"JG30-KF-CM45",751,679,800,0,165,230,258,211,259,0,505,144,223,0,441,469,172,0,0,0,0,0,0,209,167,282
"JG30-KF-CM66",83,263,182,123,272,108,224,265,53,54,235,25,205,255,80,77,178,0,0,0,0,0,0,285,130,243
"JG36-TzT-191",385,1047,808,221,183,339,277,350,291,478,460,200,503,303,106,63,371,0,0,0,0,0,0,511,333,267
"JGI_0001001-H03",69,0,29,61,69,93,67,77,0,0,65,31,101,68,0,0,49,0,0,0,0,0,0,0,44,107
"Kaistia",41,202,157,91,0,247,0,0,75,51,85,38,95,84,0,0,79,0,0,0,0,0,0,62,0,0
"Kapabacteriales",332,83,106,117,159,150,186,158,119,75,0,119,0,90,77,68,168,2,5,0,0,0,0,105,163,100
"KD4-96",35,58,33,66,53,98,125,5,24,5,13,35,11,31,60,27,24,28,22,0,0,6,38,96,90,103
"Kocuria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lacihabitans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0
"Latescibacterota",0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Legionella",18,10,11,17,8,27,17,22,28,30,39,21,24,25,26,13,22,63,51,10,13,42,0,7,0,9
"Lentimicrobiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"Limnochordaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0
"LiUU-11-161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"Longivirga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"Luedemannella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0
"Luteolibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,37,0,0,47,32,0,0,0
"LWQ8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0
"Malikia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,0,0,0,0,0,0
"Margulisbacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"Massilia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,0,0,0,0,0,0
"MD3-55",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Megamonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"Methanoregula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"Methylobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,63,16,14,43,64,0,0,0
